run,episode,reward,avg10_reward,steps,rooms,duration_s,train_steps,avg_loss,epsilon,buf_size
1,271,668.91,-534.11,1116,6,39.7,238246,3.240986,0.050000,50000
1,272,-889.10,-528.93,1313,8,52.2,238913,3.402182,0.050000,50000
1,273,-379.53,-484.19,1252,5,44.3,239790,3.176998,0.050000,50000
1,274,-318.59,-421.65,559,4,20.5,240251,3.112273,0.050000,50000
1,275,-1020.37,-403.93,567,3,20.1,240771,3.084892,0.050000,50000
1,276,-1297.50,-402.95,293,3,11.1,241033,3.167757,0.050000,50000
1,277,-283.54,-298.66,755,3,26.4,241755,3.311756,0.050000,50000
1,278,52.40,-567.00,865,4,30.4,242544,2.914467,0.050000,50000
1,279,-1297.59,-603.76,407,3,14.8,242918,3.455774,0.050000,50000
1,280,170.85,-459.41,994,5,35.6,243666,3.205046,0.050000,50000
1,281,-865.75,-612.87,388,4,14.8,243968,3.411575,0.050000,50000
1,282,-286.33,-552.59,679,4,24.2,244462,3.159196,0.050000,50000
1,283,-812.69,-595.91,640,5,23.2,244964,3.235740,0.050000,50000
1,284,-919.28,-655.98,415,3,15.1,245334,3.264419,0.050000,50000
1,285,-482.15,-602.16,600,3,21.2,245888,3.477358,0.050000,50000
1,286,-205.36,-492.94,1170,6,41.2,246879,3.598522,0.050000,50000
1,287,2267.80,-237.81,3310,4,111.9,250083,3.831912,0.050000,50000
1,288,-25.21,-245.57,721,2,25.3,250760,3.583247,0.050000,50000
1,289,-1246.12,-240.42,332,3,12.3,251045,3.556628,0.050000,50000
1,290,-810.51,-338.56,696,4,24.7,251642,3.430619,0.050000,50000
1,291,193.84,-232.60,5238,11,200.9,253156,3.801892,0.050000,50000
1,292,867.36,-117.23,1688,3,57.5,254801,3.480207,0.050000,50000
1,293,-715.24,-107.49,612,6,23.2,255195,3.723270,0.050000,50000
1,294,1425.39,126.98,2557,5,87.4,257553,3.115359,0.050000,50000
1,295,-901.31,85.06,631,5,23.3,258075,3.256390,0.050000,50000
1,296,-208.59,84.74,632,4,22.6,258520,3.316755,0.050000,50000
1,297,762.42,-65.80,1813,8,66.7,259998,3.527779,0.050000,50000
1,298,238.85,-39.39,1862,5,64.6,261674,3.400318,0.050000,50000
1,299,-1273.08,-42.09,358,4,13.8,261932,3.289504,0.050000,50000
1,300,-252.48,13.72,1150,4,39.9,262977,3.361900,0.050000,50000
1,301,-1152.64,-120.93,431,5,19.4,263280,3.332607,0.050000,50000
1,302,668.18,-140.85,1850,7,65.1,264833,3.655736,0.050000,50000
1,303,-1015.68,-170.89,670,4,24.2,265403,3.690218,0.050000,50000
1,304,-645.26,-377.96,643,4,23.7,265922,3.561918,0.050000,50000
1,305,-831.58,-370.99,455,4,17.0,266277,3.703088,0.050000,50000
1,306,1841.06,-166.02,3524,7,126.6,269068,3.573889,0.050000,50000
1,307,-1011.57,-343.42,549,3,19.6,269570,3.405826,0.050000,50000
1,308,-1047.18,-472.02,482,3,17.9,269952,4.007359,0.050000,50000
1,309,-1.94,-344.91,1515,5,54.2,271179,3.457701,0.050000,50000
1,310,-1380.48,-457.71,454,4,17.3,271478,3.467124,0.050000,50000
1,311,-386.87,-381.13,609,5,22.8,271721,3.821046,0.050000,50000
1,312,-358.64,-483.81,825,4,29.0,272453,3.349715,0.050000,50000
1,313,-590.12,-441.26,688,5,25.2,272974,3.486564,0.050000,50000
1,314,-1428.59,-519.59,301,3,11.3,273232,3.359484,0.050000,50000
1,315,-1305.34,-566.97,313,3,12.0,273457,3.631219,0.050000,50000
1,316,-1378.44,-888.92,327,3,12.1,273751,3.530117,0.050000,50000
1,317,-212.99,-809.06,500,3,17.9,274208,3.807306,0.050000,50000
1,318,-969.53,-801.29,618,5,22.8,274696,3.795195,0.050000,50000
1,319,296.91,-771.41,1432,5,49.9,275990,3.619326,0.050000,50000
1,320,-6.84,-634.04,967,3,33.5,276924,3.845494,0.050000,50000
1,321,-408.79,-636.24,726,3,25.5,277617,3.812137,0.050000,50000
1,322,-592.48,-659.62,1026,6,36.8,278413,3.778491,0.050000,50000
1,323,-1065.52,-707.16,397,3,14.5,278763,3.469506,0.050000,50000
1,324,247.81,-539.52,510,3,18.2,279225,3.895168,0.050000,50000
1,325,1447.48,-264.24,1656,3,56.5,280844,3.826662,0.050000,50000
1,326,-1435.44,-269.94,336,3,12.4,281137,3.890746,0.050000,50000
1,327,-714.54,-320.09,848,4,29.8,281867,3.692389,0.050000,50000
1,328,179.57,-205.18,1782,6,61.6,283384,3.772164,0.050000,50000
1,329,-913.00,-326.18,685,4,24.7,283973,3.863552,0.050000,50000
1,330,-958.94,-421.39,476,4,17.5,284356,3.945498,0.050000,50000
1,331,-922.78,-472.78,579,4,21.1,284835,4.168373,0.050000,50000
1,332,819.90,-331.55,2377,7,86.7,286841,4.324890,0.050000,50000
1,333,1837.39,-41.26,2689,7,92.8,289216,4.060987,0.050000,50000
1,334,636.25,-2.41,1412,4,48.7,290537,4.359332,0.050000,50000
1,335,-775.02,-224.66,541,3,19.3,291031,4.038779,0.050000,50000
1,336,655.56,-15.56,2138,3,72.9,293096,3.815595,0.050000,50000
1,337,592.62,115.15,1162,4,40.3,294193,4.152843,0.050000,50000
1,338,-59.74,91.22,1363,5,47.9,295308,3.917925,0.050000,50000
1,339,-842.52,98.27,1078,6,40.4,295939,3.675371,0.050000,50000
1,340,-332.03,160.96,549,3,19.6,296453,3.839897,0.050000,50000
1,341,-613.82,191.86,425,4,15.7,296721,3.906677,0.050000,50000
1,342,-1258.67,-16.00,430,3,15.6,297104,3.860881,0.050000,50000
1,343,-1289.12,-328.65,352,5,13.9,297314,4.126574,0.050000,50000
1,344,1900.34,-202.24,3064,5,105.8,300129,3.688709,0.050000,50000
1,345,1357.25,10.99,2390,4,82.2,302343,3.502261,0.050000,50000
1,346,-1283.20,-182.89,385,3,14.7,302632,3.480889,0.050000,50000
1,347,-452.83,-287.43,835,5,30.6,303242,3.784481,0.050000,50000
1,348,-1370.74,-418.53,350,3,12.9,303549,3.902543,0.050000,50000
1,349,-768.04,-411.09,472,3,17.0,303978,3.879323,0.050000,50000
1,350,-942.64,-472.15,358,4,13.5,304243,3.872430,0.050000,50000
1,351,-1053.49,-516.11,531,3,18.9,304731,3.872012,0.050000,50000
1,352,-438.93,-434.14,294,3,11.0,304980,3.794304,0.050000,50000
1,353,751.83,-230.05,2381,7,82.5,306909,3.607142,0.050000,50000
1,354,-224.92,-442.57,990,4,34.5,307797,3.947540,0.050000,50000
1,355,-1244.02,-702.70,519,4,19.2,308219,3.864675,0.050000,50000
1,356,1.59,-574.22,1216,3,41.8,309391,3.734076,0.050000,50000
1,357,81.41,-520.79,294,3,11.0,309393,3.733266,0.050000,50000
1,358,-605.95,-444.32,563,4,20.6,309855,3.969748,0.050000,50000
1,359,-817.14,-449.23,373,3,13.7,310185,3.778733,0.050000,50000
1,360,-198.40,-374.80,1176,7,43.0,310990,4.246787,0.050000,50000
1,361,-606.74,-330.13,952,3,33.0,311909,3.717069,0.050000,50000
1,362,116.15,-274.62,969,3,33.6,312842,3.810733,0.050000,50000
1,363,1831.98,-166.60,2564,7,91.4,315189,3.848604,0.050000,50000
1,364,279.12,-116.20,902,3,31.3,316046,4.060118,0.050000,50000
1,365,-588.04,-50.60,911,5,32.2,316814,3.863253,0.050000,50000
1,366,-170.74,-67.83,1253,4,43.6,317994,3.967119,0.050000,50000
1,367,-697.21,-145.70,636,5,26.9,318466,4.027213,0.050000,50000
1,368,-214.74,-106.58,1243,5,43.3,319571,4.276980,0.050000,50000
1,369,-908.94,-115.76,262,3,10.0,319800,3.911331,0.050000,50000
1,370,-770.39,-172.95,591,3,21.3,320313,4.194950,0.050000,50000
1,371,-318.36,-144.12,1232,7,45.7,321086,4.184955,0.050000,50000
1,372,159.01,-139.83,2224,6,87.4,322427,4.182153,0.050000,50000
1,373,898.01,-233.23,2261,4,77.2,324525,3.927744,0.050000,50000
1,374,1755.09,-85.63,2203,9,80.3,326319,3.602825,0.050000,50000
1,375,563.94,29.57,1782,5,61.6,327967,3.574629,0.050000,50000
1,376,-196.15,27.03,1856,9,72.8,328712,3.501275,0.050000,50000
1,377,-787.88,17.96,487,5,18.1,329039,3.447494,0.050000,50000
1,378,-818.60,-42.43,669,5,24.5,329532,3.596770,0.050000,50000
1,379,-142.35,34.23,1270,3,43.6,330756,3.380786,0.050000,50000
1,380,-147.61,96.51,999,7,39.3,331506,3.205775,0.050000,50000
1,381,-1198.70,8.48,592,4,21.3,331997,3.070087,0.050000,50000
1,382,-955.17,-102.94,450,3,16.3,332400,3.487355,0.050000,50000
1,383,-1113.22,-304.07,418,3,15.1,332771,3.537848,0.050000,50000
1,384,-168.44,-496.42,706,3,24.8,333434,3.378474,0.050000,50000
1,385,-188.22,-571.63,1460,5,57.2,334382,3.282969,0.050000,50000
1,386,-395.22,-591.54,884,7,32.3,335054,3.287133,0.050000,50000
1,387,-691.12,-581.86,745,3,26.1,335752,3.412922,0.050000,50000
1,388,-397.81,-539.79,501,3,18.3,336164,3.579928,0.050000,50000
1,389,-496.71,-575.22,692,5,25.2,336672,3.316019,0.050000,50000
1,390,1048.80,-455.58,2401,6,82.5,338852,3.665694,0.050000,50000
1,391,-899.89,-425.70,677,4,24.1,339436,3.438658,0.050000,50000
1,392,267.41,-303.44,1919,10,73.4,340617,3.790821,0.050000,50000
1,393,112.95,-180.83,871,6,31.9,341202,4.063085,0.050000,50000
1,394,-612.01,-225.18,567,3,20.2,341740,3.739958,0.050000,50000
1,395,-1001.92,-306.55,384,4,14.4,342047,3.637117,0.050000,50000
1,396,464.61,-220.57,1288,4,44.5,343237,3.816117,0.050000,50000
1,397,-814.20,-232.88,1127,4,40.1,344078,3.716660,0.050000,50000
1,398,-882.08,-281.30,457,3,16.5,344490,4.045985,0.050000,50000
1,399,73.04,-224.33,1755,7,64.4,346041,3.784788,0.050000,50000
1,400,1233.62,-205.85,1794,4,61.4,347730,3.755078,0.050000,50000
1,401,-359.59,-151.82,867,5,31.1,348474,3.881668,0.050000,50000
1,402,-254.74,-204.03,463,3,16.7,348894,3.839928,0.050000,50000
1,403,-1221.42,-337.47,333,2,12.3,349180,4.183182,0.050000,50000
1,404,1374.47,-138.82,2028,3,69.5,351043,3.803533,0.050000,50000
1,405,-795.00,-118.13,488,4,18.1,351435,4.024668,0.050000,50000
1,406,896.24,-74.97,1943,5,67.0,353249,3.846652,0.050000,50000
1,407,-850.06,-78.55,501,4,18.3,353661,4.096889,0.050000,50000
1,408,383.96,48.05,786,3,27.5,354414,4.008024,0.050000,50000
1,409,-306.45,10.10,816,5,32.2,355059,3.922187,0.050000,50000
1,410,829.22,-30.34,2195,5,75.0,357109,3.984878,0.050000,50000
1,411,68.43,12.46,517,3,18.5,357579,3.659266,0.050000,50000
1,412,-1061.04,-68.17,286,2,10.8,357822,4.097205,0.050000,50000
1,413,302.95,84.27,1368,3,47.5,359079,3.762886,0.050000,50000
1,414,-745.79,-127.75,361,2,13.3,359397,4.051777,0.050000,50000
1,415,221.05,-26.15,1902,7,66.8,361023,3.699604,0.050000,50000
1,416,-398.55,-155.63,834,4,29.4,361761,3.779165,0.050000,50000
1,417,-1431.96,-213.82,418,2,15.2,362150,3.856818,0.050000,50000
1,418,134.29,-238.78,713,3,25.1,362819,3.797718,0.050000,50000
1,419,-612.30,-269.37,1800,6,73.9,363253,3.846792,0.050000,50000
1,420,-1138.32,-466.12,472,3,16.9,363678,3.702983,0.050000,50000
1,421,-930.14,-565.98,631,5,23.5,364116,4.067032,0.050000,50000
1,422,-316.47,-491.52,1436,7,53.8,365255,4.040464,0.050000,50000
1,423,-619.69,-583.79,511,3,18.3,365723,4.152534,0.050000,50000
1,424,-1275.54,-636.76,479,3,17.2,366169,3.744347,0.050000,50000
1,425,-1028.08,-761.68,477,3,17.2,366616,4.306365,0.050000,50000
1,426,138.87,-707.93,1174,3,40.4,367745,3.807997,0.050000,50000
1,427,5381.60,-26.58,6236,3,209.1,373950,5.405816,0.050000,50000
1,428,-512.01,-91.21,1676,9,63.4,375112,5.828805,0.050000,50000
1,429,-772.93,-107.27,217,3,8.5,375284,5.642857,0.050000,50000
1,430,-756.26,-69.06,331,5,13.2,375452,5.599041,0.050000,50000
1,431,-1363.88,-112.44,315,3,11.7,375722,5.683987,0.050000,50000
1,432,-1011.39,-181.93,496,3,17.8,376175,6.075499,0.050000,50000
1,433,34.29,-116.53,1214,6,43.3,377100,5.851966,0.050000,50000
1,434,-711.53,-60.13,672,6,28.0,377577,5.990527,0.050000,50000
1,435,1.69,42.85,1366,8,50.2,378534,5.664845,0.050000,50000
1,436,-1079.77,-79.02,662,5,24.5,378959,6.249070,0.050000,50000
1,437,-1086.60,-725.84,744,5,27.3,379402,6.172621,0.050000,50000
1,438,418.41,-632.80,1426,5,49.5,380596,6.668001,0.050000,50000
1,439,-590.45,-614.55,281,3,10.6,380846,6.267788,0.050000,50000
1,440,-11.21,-540.04,938,4,32.9,381670,6.219559,0.050000,50000
1,441,-884.14,-492.07,493,3,17.7,382120,6.244530,0.050000,50000
1,442,-398.25,-430.76,954,7,35.0,382758,6.141776,0.050000,50000
1,443,-635.60,-497.74,887,4,31.1,383574,6.255054,0.050000,50000
1,444,-378.77,-464.47,574,3,20.4,384101,6.162605,0.050000,50000
1,445,382.16,-426.42,1295,5,45.7,385228,6.344586,0.050000,50000
1,446,76.75,-310.77,1259,5,43.8,386376,6.447129,0.050000,50000
1,447,-206.40,-222.75,1158,5,41.1,387313,5.991932,0.050000,50000
1,448,-1325.39,-397.13,341,2,12.7,387621,6.484895,0.050000,50000
1,449,299.50,-308.13,1501,8,54.1,388756,6.702530,0.050000,50000
1,450,-1201.64,-427.18,423,4,16.0,389096,6.422743,0.050000,50000
1,451,-1439.02,-482.67,287,2,10.8,389336,5.984474,0.050000,50000
1,452,2631.51,-179.69,3408,8,117.1,392386,6.525019,0.050000,50000
1,453,-1062.46,-222.38,426,3,15.4,392783,6.710000,0.050000,50000
1,454,-243.41,-208.84,895,7,35.8,393414,6.850313,0.050000,50000
1,455,-602.51,-307.31,673,5,24.7,393943,6.397123,0.050000,50000
1,456,-830.49,-398.03,506,3,18.1,394406,6.240829,0.050000,50000
1,457,-794.64,-456.86,314,3,11.8,394687,6.562481,0.050000,50000
1,458,-829.34,-407.25,283,3,10.7,394937,6.428853,0.050000,50000
1,459,-1193.82,-556.58,320,3,11.9,395210,7.364502,0.050000,50000
1,460,-1168.82,-553.30,324,3,12.0,395487,6.883025,0.050000,50000
1,461,189.95,-390.40,1340,8,51.5,396486,6.855421,0.050000,50000
1,462,855.80,-567.97,2070,5,71.5,398315,7.309876,0.050000,50000
1,463,1024.37,-359.29,2218,6,76.8,400253,7.338571,0.050000,50000
1,464,-1256.74,-460.62,440,3,15.9,400650,7.007067,0.050000,50000
1,465,1617.33,-238.64,7200,9,300.0,401909,6.810875,0.050000,50000
1,466,-1316.31,-287.22,443,3,16.0,402303,7.787219,0.050000,50000
1,467,-472.99,-255.06,568,3,20.2,402828,7.479047,0.050000,50000
1,468,-356.23,-207.75,1251,7,47.6,403784,7.174168,0.050000,50000
1,469,-78.97,-96.26,1128,4,39.5,404830,7.413811,0.050000,50000
1,470,-1067.86,-86.16,921,7,37.6,405232,7.329187,0.050000,50000
1,471,-1347.92,-239.95,345,3,12.7,405530,7.474340,0.050000,50000
1,472,-1111.31,-436.66,529,5,20.1,405920,7.807958,0.050000,50000
1,473,-58.60,-544.96,1083,5,41.1,406852,7.885177,0.050000,50000
1,474,-579.56,-477.24,902,5,32.3,407605,7.793623,0.050000,50000
1,475,-1132.87,-752.26,325,3,12.1,407883,8.366448,0.050000,50000
1,476,-368.52,-657.48,1002,4,34.9,408783,7.422405,0.050000,50000
1,477,-297.31,-639.91,772,7,30.2,409181,8.126693,0.050000,50000
1,478,-289.36,-633.23,3150,6,129.8,410092,7.663805,0.050000,50000
1,479,-1496.67,-775.00,455,5,17.7,410355,8.087709,0.050000,50000
1,480,-990.37,-767.25,3146,7,133.5,411014,8.216949,0.050000,50000
1,481,-749.42,-707.40,742,6,27.2,411579,8.572548,0.050000,50000
1,482,1378.21,-458.45,2067,5,70.8,413483,8.827726,0.050000,50000
1,483,-34.09,-456.00,1036,5,36.8,414316,8.478744,0.050000,50000
1,484,-892.82,-487.32,382,3,14.0,414651,9.021520,0.050000,50000
1,485,754.46,-298.59,1917,4,68.4,416215,8.528629,0.050000,50000
1,486,-152.18,-276.96,1004,3,34.7,417174,8.625230,0.050000,50000
1,487,-1270.49,-374.27,432,4,16.3,417508,8.931910,0.050000,50000
1,488,-1128.48,-458.19,394,3,14.4,417857,9.046915,0.050000,50000
1,489,-570.24,-365.54,665,4,24.0,418449,8.534832,0.050000,50000
1,490,1712.63,-95.24,1458,7,51.5,419595,7.026445,0.050000,50000
1,491,-1178.18,-138.12,456,4,17.1,419951,7.450662,0.050000,50000
1,492,-1102.51,-386.19,423,4,15.6,420285,7.495410,0.050000,50000
1,493,-1238.20,-506.60,442,3,16.0,420696,7.203148,0.050000,50000
1,494,-712.83,-488.60,387,4,14.8,420973,6.832941,0.050000,50000
1,495,-615.22,-625.57,1016,3,35.1,421942,6.066892,0.050000,50000
1,496,-217.57,-632.11,1145,5,40.7,422810,5.724372,0.050000,50000
1,497,705.06,-434.55,1355,5,48.0,423903,4.964115,0.050000,50000
1,498,-214.53,-343.16,1363,7,50.7,424821,5.082765,0.050000,50000
1,499,-766.19,-362.75,2905,6,117.1,425473,5.139572,0.050000,50000
1,500,3712.32,-162.79,4656,7,161.1,429809,4.457889,0.050000,50000
1,501,-622.66,-107.23,1004,6,36.9,430524,5.009367,0.050000,50000
1,502,4650.96,468.11,4956,8,171.8,435182,4.581712,0.050000,50000
1,503,-1159.23,476.01,336,3,12.5,435508,4.453952,0.050000,50000
1,504,-354.58,511.84,959,4,33.6,436357,4.422268,0.050000,50000
1,505,626.37,636.00,922,6,32.9,437044,4.556450,0.050000,50000
1,506,-868.95,570.86,479,4,17.5,437432,4.791749,0.050000,50000
1,507,-866.99,413.65,463,4,17.3,437822,4.570444,0.050000,50000
1,508,-520.86,383.02,866,4,31.4,438519,4.882600,0.050000,50000
1,509,485.78,508.22,1275,3,44.4,439692,4.827773,0.050000,50000
1,510,-885.99,48.39,355,3,13.1,440004,4.796224,0.050000,50000
1,511,-1155.99,-4.95,500,5,19.1,440351,4.982768,0.050000,50000
1,512,-917.64,-561.81,478,3,17.2,440786,4.923968,0.050000,50000
1,513,-902.91,-536.18,484,4,17.7,441176,5.060014,0.050000,50000
1,514,-1271.24,-627.84,282,3,10.7,441415,5.069252,0.050000,50000
1,515,-490.90,-739.57,710,4,25.2,442034,5.624077,0.050000,50000
1,516,-778.74,-730.55,429,3,15.5,442420,5.111672,0.050000,50000
1,517,-655.92,-709.44,265,3,10.1,442638,5.428833,0.050000,50000
1,518,827.62,-574.59,1376,3,47.2,443969,5.551164,0.050000,50000
1,519,1079.57,-515.21,1344,3,46.7,445208,5.376440,0.050000,50000
1,520,-1395.99,-566.21,303,3,11.4,445468,5.663204,0.050000,50000
1,521,-747.19,-525.33,470,3,16.9,445895,5.488218,0.050000,50000
1,522,70.86,-426.48,820,3,28.6,446672,5.326376,0.050000,50000
1,523,1515.06,-184.69,2446,6,88.6,448325,5.830436,0.050000,50000
1,524,-615.82,-119.15,459,3,16.6,448737,5.629395,0.050000,50000
1,525,-571.29,-127.18,639,3,22.6,449343,5.673193,0.050000,50000
1,526,-223.52,-71.66,1024,3,35.4,450320,5.778359,0.050000,50000
1,527,-702.01,-76.27,808,5,30.1,450939,5.693140,0.050000,50000
1,528,-817.96,-240.83,569,5,21.5,451314,5.555815,0.050000,50000
1,529,401.52,-308.63,1672,4,57.3,452896,6.528605,0.050000,50000
1,530,-993.32,-268.37,768,4,27.2,453567,6.715068,0.050000,50000
1,531,2081.92,14.54,5787,6,231.9,456014,6.330671,0.050000,50000
1,532,-891.27,-81.67,310,3,11.6,456277,6.649820,0.050000,50000
1,533,429.49,-190.23,2148,6,74.4,458101,5.968439,0.050000,50000
1,534,-1343.77,-263.02,381,3,14.0,458435,6.169823,0.050000,50000
1,535,-1353.33,-341.22,304,2,11.4,458694,5.909592,0.050000,50000
1,536,-1025.25,-421.40,369,3,13.5,459032,6.422128,0.050000,50000
1,537,-378.63,-389.06,384,3,14.4,459371,6.671777,0.050000,50000
2,1,1727.00,1727.00,2100,3,70.3,461490,4.881286,0.050000,2074
